ID,monthCode,month,year,quantitySales,product_ID
b859d077-fc41-49b4-ac35-24e3109e6c35,3,March,2022,386,6c0eb077-f6d4-4b58-8370-9430cfc32ade
d96bc1b9-62c3-4055-be62-da2dad4310ec,1,January,2024,231,6c0eb077-f6d4-4b58-8370-9430cfc32ade
d76f1fa7-a0b1-4347-a6ee-43ab431fc52b,3,March,2023,475,6c0eb077-f6d4-4b58-8370-9430cfc32ade
b38346bf-c19a-4b4a-a6ff-186e2e2e1374,6,June,2023,155,6c0eb077-f6d4-4b58-8370-9430cfc32ade
18343bd6-8b03-4a4f-8cf9-ffea4bf02f83,8,August,2024,94,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a238a4b7-0a92-4c04-ae1a-932098ec6c7d,9,September,2023,81,6c0eb077-f6d4-4b58-8370-9430cfc32ade
10422ab2-9106-44a0-8247-5f82cd42e859,2,February,2022,293,6c0eb077-f6d4-4b58-8370-9430cfc32ade
c089208b-54a9-4fbd-a10e-dd79e2477562,3,March,2024,310,6c0eb077-f6d4-4b58-8370-9430cfc32ade
cbf9db5f-a705-480d-835c-6ea2e8808c9a,6,June,2022,36,6c0eb077-f6d4-4b58-8370-9430cfc32ade
80eef54d-b466-4707-9703-c1dac66419cc,12,December,2024,246,6c0eb077-f6d4-4b58-8370-9430cfc32ade
acc41289-6da0-448c-8d95-e76e7981d87e,8,August,2022,92,6c0eb077-f6d4-4b58-8370-9430cfc32ade
262a54bb-4155-44e4-8ccb-1b5c15a8d44c,8,August,2024,372,6c0eb077-f6d4-4b58-8370-9430cfc32ade
362fb37a-b759-48c2-9a17-dd8a73aa3850,8,August,2024,99,6c0eb077-f6d4-4b58-8370-9430cfc32ade
250f9a4c-1cbe-44ec-bbe3-04ad1f803d23,1,January,2024,172,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a3572e5f-e715-47a9-bf46-2d9313f2d049,10,October,2024,194,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2641a5c2-b5fa-4c4f-8166-84063594c858,8,August,2024,366,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e1c2c1a5-a141-4a81-8c33-f96a4cf0be52,9,September,2023,347,6c0eb077-f6d4-4b58-8370-9430cfc32ade
56c05d0d-ea93-4b4f-a158-0b9deec94c1b,7,July,2024,171,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2d10e489-a4ff-42d7-8957-077db3a9ed5c,5,May,2022,263,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7789c5ee-0157-4631-9290-603b2131dfe5,11,November,2024,210,6c0eb077-f6d4-4b58-8370-9430cfc32ade
16df29c0-bcfc-449a-a522-96c02ee585a6,11,November,2024,446,6c0eb077-f6d4-4b58-8370-9430cfc32ade
96c9e0e3-7358-4968-a46e-b91922134b19,4,April,2023,121,6c0eb077-f6d4-4b58-8370-9430cfc32ade
41449365-bed4-427e-9b55-55736811c5fd,8,August,2022,114,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fffbb833-27ca-4a8a-98e6-fb57d91fbbae,7,July,2023,366,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ad29c079-c1ad-4bd6-bf6b-476298442113,11,November,2022,354,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1c37450c-e233-46a7-b742-438df7a8f0e5,4,April,2022,321,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7d89555f-0d35-43b8-a428-07328784eef1,5,May,2024,333,6c0eb077-f6d4-4b58-8370-9430cfc32ade
edea16b1-7abe-4715-92d0-93ac986874b4,12,December,2023,312,6c0eb077-f6d4-4b58-8370-9430cfc32ade
69a97b1d-7ccc-4688-acc7-e2d266652559,11,November,2023,366,6c0eb077-f6d4-4b58-8370-9430cfc32ade
87f9ae7b-806b-418d-8108-bb97044f31ae,8,August,2024,89,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6ab04929-2754-47e2-970f-c6e7190e93c4,4,April,2022,367,6c0eb077-f6d4-4b58-8370-9430cfc32ade
40d7c3bc-ce46-4ee3-9f96-40230a31983d,11,November,2022,438,6c0eb077-f6d4-4b58-8370-9430cfc32ade
23f39df1-a5c5-47cc-bf06-0a4dd0901db0,5,May,2022,270,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ee8189f3-f402-439e-b6b8-0b56150977eb,4,April,2022,343,6c0eb077-f6d4-4b58-8370-9430cfc32ade
d70b16e4-0f00-439d-8a1d-8f0b1d58f197,9,September,2023,254,6c0eb077-f6d4-4b58-8370-9430cfc32ade
82de9c1b-8f4a-405c-876b-097e95de9556,2,February,2022,294,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ffd09e18-73d2-417b-9da3-c7b8da61b372,8,August,2024,460,6c0eb077-f6d4-4b58-8370-9430cfc32ade
308e2a38-8987-4540-a890-5ada93c14103,6,June,2023,262,6c0eb077-f6d4-4b58-8370-9430cfc32ade
9ae0eab6-36f1-4d4b-bda2-ad90cde6578f,10,October,2024,404,6c0eb077-f6d4-4b58-8370-9430cfc32ade
66db5127-78d3-4b25-8f47-f65db0d0e844,4,April,2022,391,6c0eb077-f6d4-4b58-8370-9430cfc32ade
84b99b62-d693-4647-b98b-ffa84cd29e9e,7,July,2024,153,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2a3431b3-ba16-4767-9d63-eb92f9e25fce,5,May,2022,303,6c0eb077-f6d4-4b58-8370-9430cfc32ade
69bfc206-9fb7-46e9-aec7-c0b7eb21538d,9,September,2024,406,6c0eb077-f6d4-4b58-8370-9430cfc32ade
507b7554-a1c0-4247-8dc4-01a161ea7287,5,May,2022,91,6c0eb077-f6d4-4b58-8370-9430cfc32ade
842134ff-9ec5-4483-8dc6-6ce1b51c5be2,8,August,2023,15,6c0eb077-f6d4-4b58-8370-9430cfc32ade
709d08ae-dd4b-40e6-b95a-c9d20c8eda5a,2,February,2024,401,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f1ed0f87-92d4-485a-9dde-63d2e11c3e21,6,June,2023,426,6c0eb077-f6d4-4b58-8370-9430cfc32ade
57fd300f-b4ff-406a-90cd-fdf4b5558f4e,11,November,2022,110,6c0eb077-f6d4-4b58-8370-9430cfc32ade
492382e2-825b-48e5-983e-969afe79740f,2,February,2024,218,6c0eb077-f6d4-4b58-8370-9430cfc32ade
32582dd0-2c16-4e51-84fe-0ef6091948cb,4,April,2022,150,6c0eb077-f6d4-4b58-8370-9430cfc32ade
966c314a-d99e-43e7-a945-6b623e00758f,7,July,2024,435,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2c9e065f-858b-46dc-acab-abfeadd5807a,11,November,2022,195,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a66c5479-4362-41f9-aed0-b548716305a3,4,April,2022,312,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6823c7ed-a01a-496f-ae50-b52ddaa38a97,12,December,2023,179,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fa68b16b-ad26-4fb4-bafe-8fb241b50a98,9,September,2024,402,6c0eb077-f6d4-4b58-8370-9430cfc32ade
15dbde4e-5671-4f25-bdc1-1e1e7516ead1,5,May,2024,292,6c0eb077-f6d4-4b58-8370-9430cfc32ade
216b815e-ac22-4445-85f7-e19674e7565d,10,October,2022,305,6c0eb077-f6d4-4b58-8370-9430cfc32ade
aec20248-d6d1-4bf8-aada-75598cdbda42,4,April,2024,59,6c0eb077-f6d4-4b58-8370-9430cfc32ade
170b4e22-5b08-4ed2-99f0-0b5d342a5d1b,6,June,2024,8,6c0eb077-f6d4-4b58-8370-9430cfc32ade
c3fc14a7-223d-413b-bbbe-a089aec2d5e3,4,April,2023,436,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f6990052-b2f6-4604-938c-a7581b15f031,3,March,2024,93,6c0eb077-f6d4-4b58-8370-9430cfc32ade
76aa3105-d1fe-4402-996b-eeb5b639e0b9,9,September,2023,202,6c0eb077-f6d4-4b58-8370-9430cfc32ade
684192af-e267-44d7-8e0b-8f6b897f9542,4,April,2024,471,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fd7447e0-ab35-4980-82e3-a4d2c956079d,5,May,2022,303,6c0eb077-f6d4-4b58-8370-9430cfc32ade
34cea6c6-661e-47fa-b992-fa453ac20714,1,January,2022,301,6c0eb077-f6d4-4b58-8370-9430cfc32ade
8c8aef6a-544a-4960-9dd6-17564fbb802a,7,July,2023,453,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fe536481-d366-484e-a59e-23c3451a34ce,2,February,2024,353,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ed5fd598-bcb6-423c-8fb8-513e46e1c7cc,5,May,2023,433,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f1abc001-3351-4730-802d-68dba4cdc537,6,June,2024,207,6c0eb077-f6d4-4b58-8370-9430cfc32ade
adf92b06-6f12-4930-9b04-f4d47e1b33d4,10,October,2024,165,6c0eb077-f6d4-4b58-8370-9430cfc32ade
af7d0397-e3ef-4e86-a8b5-5de065e540ae,9,September,2023,401,6c0eb077-f6d4-4b58-8370-9430cfc32ade
45e64611-d1c1-4c30-94a0-769b7fc775bf,3,March,2024,182,6c0eb077-f6d4-4b58-8370-9430cfc32ade
dd8e84b6-e829-4c7b-8895-d19083acccaf,8,August,2024,356,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a337bdb7-2333-4069-a99d-d6d2883e39ed,11,November,2023,72,6c0eb077-f6d4-4b58-8370-9430cfc32ade
bbf1b444-b89c-49f9-82a9-7374006a656f,7,July,2023,67,6c0eb077-f6d4-4b58-8370-9430cfc32ade
8f69745c-ee93-4786-bbc4-b23f9fedc875,4,April,2022,51,6c0eb077-f6d4-4b58-8370-9430cfc32ade
81c6a3fe-7cd6-42e7-9f0a-704392a9ce1e,12,December,2023,492,6c0eb077-f6d4-4b58-8370-9430cfc32ade
5a81eff3-92c0-4dd5-af25-a6973f1a7498,2,February,2023,122,6c0eb077-f6d4-4b58-8370-9430cfc32ade
134b84bf-57a0-4d7d-b351-a390d89c1432,2,February,2024,289,6c0eb077-f6d4-4b58-8370-9430cfc32ade
19a1322a-75a6-4b3c-8183-6bd59d1a6186,4,April,2022,465,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2d95a7fe-55e2-419e-8264-ea023181a972,3,March,2024,342,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1fe0c09e-96b2-44c7-92dc-cbe0b62b2922,9,September,2023,322,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6534f5c7-89ae-471d-ba70-db3a080c616c,7,July,2024,351,6c0eb077-f6d4-4b58-8370-9430cfc32ade
82a1f8ac-ca11-4ef8-a6cf-da7a9edd4b49,11,November,2023,195,6c0eb077-f6d4-4b58-8370-9430cfc32ade
61645464-5d0f-4cf9-a4b3-a52556c18ba2,8,August,2024,229,6c0eb077-f6d4-4b58-8370-9430cfc32ade
9ecc961f-11d3-4327-84bd-24d5545c5a1d,9,September,2024,39,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e6e77eaa-9307-498e-b943-b8083aefc32b,9,September,2024,357,6c0eb077-f6d4-4b58-8370-9430cfc32ade
162a11bf-ca47-45b5-a0eb-0e6478a8b800,10,October,2022,91,6c0eb077-f6d4-4b58-8370-9430cfc32ade
45081799-d4c3-49b5-861b-71edb1f2dfd6,8,August,2023,47,6c0eb077-f6d4-4b58-8370-9430cfc32ade
c9fa49f0-faad-4c03-b10c-ceaf8f0856d6,8,August,2022,389,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1f53a764-fa3e-431b-86b2-90946cd20bdc,3,March,2023,93,6c0eb077-f6d4-4b58-8370-9430cfc32ade
cfe528d0-50aa-488d-9dca-9b1968de8f88,3,March,2022,359,6c0eb077-f6d4-4b58-8370-9430cfc32ade
89408c66-55b5-4ffc-b684-298f6228fe73,3,March,2022,147,6c0eb077-f6d4-4b58-8370-9430cfc32ade
cbc42dde-7219-4499-8440-7ff64a166e06,12,December,2022,482,6c0eb077-f6d4-4b58-8370-9430cfc32ade
43840572-b70b-45c9-ab3e-48a36a4df015,3,March,2024,39,6c0eb077-f6d4-4b58-8370-9430cfc32ade
3cf72a46-2fff-43b4-a91d-7c7f1957b33b,9,September,2023,62,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f2fbd639-935a-484d-b26d-63ad37bbe398,3,March,2023,382,6c0eb077-f6d4-4b58-8370-9430cfc32ade
3d3d10d2-4bc6-4a04-b23e-b7b0a15fe532,11,November,2023,25,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7a506b0f-acf7-4cc9-a8f3-7f54fa2d4add,6,June,2022,410,6c0eb077-f6d4-4b58-8370-9430cfc32ade
8c1d4329-d7bb-48db-878f-18199c19dd0b,9,September,2022,238,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ca945406-ee4b-4686-8965-b0b3899673b6,5,May,2023,173,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2c3cb0e5-b6f7-4337-9642-fb4bde71afa6,12,December,2022,64,6c0eb077-f6d4-4b58-8370-9430cfc32ade
83b26377-b0df-4715-a5a4-2069fad26308,2,February,2022,276,6c0eb077-f6d4-4b58-8370-9430cfc32ade
cd0c02f3-40d5-4da6-ae2b-01c533b68e82,12,December,2023,460,6c0eb077-f6d4-4b58-8370-9430cfc32ade
73715359-8603-4750-a33d-9a166fe3f219,5,May,2023,74,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1306d563-5173-457a-bda3-8cf9394ea014,1,January,2024,113,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e4c85a03-db71-4dd1-a31d-4c38523b23c5,5,May,2023,264,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6b6ec778-9bd9-4e0b-9955-3a1a51a02a27,7,July,2023,491,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ada0c45c-ee8c-482d-a975-d1ba864f5d2f,12,December,2023,26,6c0eb077-f6d4-4b58-8370-9430cfc32ade
28cf5fca-23c1-42d5-958a-a7af1ec3f59b,7,July,2023,136,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f57b5a57-ca19-4792-b1c1-f5e883853309,8,August,2023,154,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a913d022-f1c6-449e-8913-8320f9b04b26,2,February,2023,411,6c0eb077-f6d4-4b58-8370-9430cfc32ade
778ca70b-bdc9-4bc7-9a6c-d27a61529e65,5,May,2024,427,6c0eb077-f6d4-4b58-8370-9430cfc32ade
6cb0bfca-8b1c-4bcb-b70e-adcb9ff74171,12,December,2024,11,6c0eb077-f6d4-4b58-8370-9430cfc32ade
4f97d3ac-cbe2-401b-a2b4-ba1936d3fee1,1,January,2023,212,6c0eb077-f6d4-4b58-8370-9430cfc32ade
ee99426e-f69d-45eb-a7e9-3254fe17c523,9,September,2024,168,6c0eb077-f6d4-4b58-8370-9430cfc32ade
bdb1054a-d09f-4876-8b42-a1f65137e84f,6,June,2024,153,6c0eb077-f6d4-4b58-8370-9430cfc32ade
41c53772-0fa8-484c-a0ef-a1e61748ccf4,6,June,2023,497,6c0eb077-f6d4-4b58-8370-9430cfc32ade
533f2d2c-535f-4f91-8033-7d38a84a003f,12,December,2024,385,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e9d72b92-9aa7-447a-85fa-e039898bf72a,4,April,2023,459,6c0eb077-f6d4-4b58-8370-9430cfc32ade
77a3b3ac-90fc-4b7d-b710-7d92b39a600f,7,July,2022,41,6c0eb077-f6d4-4b58-8370-9430cfc32ade
33c9f75a-e936-494a-a176-720c74bfc423,4,April,2024,361,6c0eb077-f6d4-4b58-8370-9430cfc32ade
fada1028-78dc-44bc-8587-4d6b3b55890b,9,September,2024,205,6c0eb077-f6d4-4b58-8370-9430cfc32ade
076ba892-9c72-4577-8842-20145358ad70,4,April,2022,426,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e7b1bc9b-2265-4d4f-8504-6f33ff7f1abf,2,February,2024,442,6c0eb077-f6d4-4b58-8370-9430cfc32ade
701438ed-ca5c-4575-a0b4-f19f84b8e57e,8,August,2024,472,6c0eb077-f6d4-4b58-8370-9430cfc32ade
52fe09f6-91a5-431a-b270-8a3fbfe77bdc,8,August,2024,235,6c0eb077-f6d4-4b58-8370-9430cfc32ade
33b777e7-3e7d-465c-b0c2-ba3f0a9b7d0b,9,September,2023,233,6c0eb077-f6d4-4b58-8370-9430cfc32ade
caeb4766-0f1f-4998-948d-06f69f067ef4,4,April,2024,186,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7d87c1b7-6e82-41c7-9813-8949b31030f1,11,November,2024,160,6c0eb077-f6d4-4b58-8370-9430cfc32ade
7514e1f2-712d-4110-9bc7-4b35af5887de,2,February,2022,469,6c0eb077-f6d4-4b58-8370-9430cfc32ade
cfd7c2e7-adf9-4980-b7e5-234b1f9c3670,3,March,2024,461,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e2a382ef-1b58-4483-a7d3-0b2f08255707,2,February,2022,426,6c0eb077-f6d4-4b58-8370-9430cfc32ade
40b5ea7b-fec6-406b-b43b-68843582496f,11,November,2023,222,6c0eb077-f6d4-4b58-8370-9430cfc32ade
4d83f324-731f-451f-a421-68ae1c3e678c,2,February,2023,175,6c0eb077-f6d4-4b58-8370-9430cfc32ade
a05610d7-a882-4c98-9f14-1f7006668117,6,June,2023,131,6c0eb077-f6d4-4b58-8370-9430cfc32ade
b69436a9-52cf-4a46-b39d-a1fe092140b3,11,November,2023,24,6c0eb077-f6d4-4b58-8370-9430cfc32ade
2c58dfed-87f3-435a-8346-18c8abb075e3,1,January,2022,113,6c0eb077-f6d4-4b58-8370-9430cfc32ade
78a53228-6072-4764-aae8-4dc8797da17a,3,March,2022,492,6c0eb077-f6d4-4b58-8370-9430cfc32ade
585caeee-a0b8-4d84-a70e-8042c97532a5,5,May,2024,355,6c0eb077-f6d4-4b58-8370-9430cfc32ade
14db81a1-dce9-4210-b90a-e2a345eceb07,11,November,2022,236,6c0eb077-f6d4-4b58-8370-9430cfc32ade
29929927-8fa0-4cad-89ad-305c19ecced0,6,June,2024,313,6c0eb077-f6d4-4b58-8370-9430cfc32ade
1ce30bb7-95d2-4eff-b0c6-2b7249e48bc5,1,January,2023,215,6c0eb077-f6d4-4b58-8370-9430cfc32ade
0fee32be-782b-4c6c-90e5-e5117507a075,2,February,2022,239,740e5164-2947-4089-a072-ea02dc1998f2
fb523694-b974-4a4e-b8e1-3a8063a45c9f,11,November,2023,444,740e5164-2947-4089-a072-ea02dc1998f2
89e5c4a9-c506-463c-b5e1-9e0390b3e388,1,January,2022,494,740e5164-2947-4089-a072-ea02dc1998f2
3a6eafd4-6df7-4d9f-98f4-da46affd5e1b,4,April,2024,238,740e5164-2947-4089-a072-ea02dc1998f2
42cb0f7a-76df-41a7-9ab2-4b87cc13b02a,9,September,2024,142,740e5164-2947-4089-a072-ea02dc1998f2
aeb9062c-3164-404f-a960-0098474b90c9,5,May,2022,434,740e5164-2947-4089-a072-ea02dc1998f2
613e2b7a-5057-493e-9b88-b7a3d3cf9a46,4,April,2022,477,740e5164-2947-4089-a072-ea02dc1998f2
fe52b6db-e5a8-45f9-b1c1-dc4e77308b68,5,May,2023,13,740e5164-2947-4089-a072-ea02dc1998f2
7aedd21a-d85c-4035-8054-096254a00e74,12,December,2022,92,740e5164-2947-4089-a072-ea02dc1998f2
ef1a5578-638e-4321-8e54-58d402efe920,9,September,2024,60,740e5164-2947-4089-a072-ea02dc1998f2
08242309-febf-4f46-bb2b-e5c1965c7efc,5,May,2022,456,740e5164-2947-4089-a072-ea02dc1998f2
fd2825f9-d862-4ba7-9254-2371a4f6a769,8,August,2022,497,740e5164-2947-4089-a072-ea02dc1998f2
d0ca4957-dcab-4440-93b6-ba1c1f0ae159,12,December,2022,295,740e5164-2947-4089-a072-ea02dc1998f2
8111f538-a58c-43f2-ab31-ec6ef46767f7,8,August,2024,323,740e5164-2947-4089-a072-ea02dc1998f2
80b2dfd2-250c-48ac-8951-58175bf370fe,11,November,2024,58,740e5164-2947-4089-a072-ea02dc1998f2
1d0864d6-bf6f-45ff-b4fe-0bf52519ddb3,1,January,2023,470,740e5164-2947-4089-a072-ea02dc1998f2
dfa4eb34-ea41-49d3-b245-123b7ed3e626,12,December,2024,381,740e5164-2947-4089-a072-ea02dc1998f2
eae686a0-21eb-4694-92a5-72786b82ea07,12,December,2024,354,740e5164-2947-4089-a072-ea02dc1998f2
712ed92d-f096-4445-bec9-4e25a993b8f5,10,October,2023,91,740e5164-2947-4089-a072-ea02dc1998f2
c7174ed7-0eba-4e94-82c7-d56676779d76,2,February,2024,491,740e5164-2947-4089-a072-ea02dc1998f2
19203529-a93d-4199-a84a-23b088a9fa0d,8,August,2022,314,740e5164-2947-4089-a072-ea02dc1998f2
942cc0fe-6c09-4e65-b642-4d408307d3e0,8,August,2023,352,740e5164-2947-4089-a072-ea02dc1998f2
773107d6-d9d0-4c74-96e7-1d20e426df61,10,October,2022,416,740e5164-2947-4089-a072-ea02dc1998f2
babee785-5c73-4cf8-b00d-f4bb79374c88,10,October,2023,359,740e5164-2947-4089-a072-ea02dc1998f2
19f864cd-0b72-4686-acb9-91a083db2dca,5,May,2023,16,740e5164-2947-4089-a072-ea02dc1998f2
94f0bb5d-d416-4b45-9445-01d25906fd77,6,June,2023,453,740e5164-2947-4089-a072-ea02dc1998f2
9549d400-b732-4639-ab41-7720182d6800,12,December,2022,407,740e5164-2947-4089-a072-ea02dc1998f2
45b65b4f-fd8c-4473-82ec-f742193ff9e4,12,December,2022,177,740e5164-2947-4089-a072-ea02dc1998f2
0eb482c8-aab0-4456-b6ed-7c39373c8fb8,7,July,2022,97,6c0eb077-f6d4-4b58-8370-9430cfc32ade
f8d56d63-5222-4e9f-80d4-d22fd02cc7b9,12,December,2022,359,6c0eb077-f6d4-4b58-8370-9430cfc32ade
b74a658f-cf4c-4057-884c-fab635d28aae,5,May,2024,388,6c0eb077-f6d4-4b58-8370-9430cfc32ade
b4aee0e6-f2c2-4033-90e9-e19cb10c6cb9,10,October,2022,11,6c0eb077-f6d4-4b58-8370-9430cfc32ade
e513f514-a441-4190-9204-374f0ac41c7c,2,February,2023,67,6c0eb077-f6d4-4b58-8370-9430cfc32ade
afda0a21-2e28-400a-8eff-f25ac01b15db,7,July,2023,152,17099629-5434-4676-b81d-c448ce221b73
19d64817-a0e8-428d-aa9a-adcf9d81da9e,1,January,2022,458,17099629-5434-4676-b81d-c448ce221b73
d63eb5da-7eb6-4ab8-af9e-110bd2148054,3,March,2023,69,17099629-5434-4676-b81d-c448ce221b73
034da567-917a-4c12-859e-9dfd46ef199c,1,January,2023,418,17099629-5434-4676-b81d-c448ce221b73
3992c538-1fc6-47ec-aa06-8d3250289f43,8,August,2023,141,17099629-5434-4676-b81d-c448ce221b73
e856928e-e095-4061-a085-d7c9e83679f2,7,July,2022,357,17099629-5434-4676-b81d-c448ce221b73
d6f0d15f-2c84-4006-bc1f-328d98d9426e,2,February,2024,168,17099629-5434-4676-b81d-c448ce221b73
cff0dc62-25ec-4908-96c8-373924fec1e9,7,July,2024,73,17099629-5434-4676-b81d-c448ce221b73
bf1a54bb-2e5c-4259-a800-62951b675d88,9,September,2022,241,17099629-5434-4676-b81d-c448ce221b73
fa652d29-d65b-4b71-901e-85b115fbf274,12,December,2022,329,17099629-5434-4676-b81d-c448ce221b73
1b4905e6-f557-4094-84a1-52b43bea7538,9,September,2022,478,17099629-5434-4676-b81d-c448ce221b73
a76dd204-0f31-4ad8-9d4c-9644b3a8e795,3,March,2024,200,17099629-5434-4676-b81d-c448ce221b73
fbfd34db-3312-430c-8f94-894bb5d1db5f,1,January,2023,412,17099629-5434-4676-b81d-c448ce221b73
48e7b4fd-7c63-429a-99f4-49d25c2849d4,3,March,2022,201,17099629-5434-4676-b81d-c448ce221b73
cfc3745d-44c5-4775-8ac0-92cd539f97e3,5,May,2022,462,17099629-5434-4676-b81d-c448ce221b73
052ce640-5024-431d-be63-43b3b34afaa3,7,July,2024,340,17099629-5434-4676-b81d-c448ce221b73
19f36abb-f9f6-4973-bde5-0a398ff35c28,4,April,2023,470,17099629-5434-4676-b81d-c448ce221b73
19785211-1ddb-4812-8ae1-2f3e9394ddd7,8,August,2022,122,17099629-5434-4676-b81d-c448ce221b73
28fbb9f4-475e-4856-a863-b28d6c819b08,2,February,2024,154,17099629-5434-4676-b81d-c448ce221b73
717bdbf8-adcb-4f3b-813b-1dd55ecef2d1,9,September,2024,367,17099629-5434-4676-b81d-c448ce221b73
5a198a6e-50ce-40b5-85a5-fc45ecadbcb1,9,September,2024,117,17099629-5434-4676-b81d-c448ce221b73
854746b1-68f0-44d2-ade9-b49817818b0e,11,November,2024,261,17099629-5434-4676-b81d-c448ce221b73
012490b0-6884-49df-bc3b-001ccd19a367,2,February,2022,358,17099629-5434-4676-b81d-c448ce221b73
dc3637cc-c29d-4a46-a9ea-2ffe05b739c6,12,December,2023,389,17099629-5434-4676-b81d-c448ce221b73
ace480c2-1c80-45f0-9469-d1b55828a1b9,3,March,2022,287,17099629-5434-4676-b81d-c448ce221b73
703a6cda-e825-48f5-bf77-738f668e35ac,12,December,2022,2,17099629-5434-4676-b81d-c448ce221b73
4fffba80-3a59-4a40-b444-e1af8e87d40d,10,October,2022,158,17099629-5434-4676-b81d-c448ce221b73
a0a0d880-7fe1-46be-a876-1623880a7269,10,October,2023,440,17099629-5434-4676-b81d-c448ce221b73
8154a8b0-9343-40af-978b-91263b7e2c77,12,December,2023,265,17099629-5434-4676-b81d-c448ce221b73
46746e5f-15b4-466f-a337-495be3c7193e,7,July,2022,314,17099629-5434-4676-b81d-c448ce221b73
b427c45f-3ca7-467d-afbb-fb563a8c8971,10,October,2024,20,17099629-5434-4676-b81d-c448ce221b73
15fcad7b-bdaf-4606-b454-f6bc7cfbc804,8,August,2022,110,17099629-5434-4676-b81d-c448ce221b73
2ff12a9c-8195-4c62-8216-bb65ebd4fd68,5,May,2022,39,17099629-5434-4676-b81d-c448ce221b73
0822da8c-8421-4fc4-9371-1ae10f1c8f00,7,July,2022,189,17099629-5434-4676-b81d-c448ce221b73
be511d8b-e53c-497c-b5f7-97e03da87d6f,7,July,2022,500,17099629-5434-4676-b81d-c448ce221b73
d46533d6-69bf-4287-8c60-037716267498,5,May,2024,280,17099629-5434-4676-b81d-c448ce221b73
62592ba5-df79-4194-ac14-f28ed11b9086,5,May,2023,382,17099629-5434-4676-b81d-c448ce221b73
4198957b-45c9-487a-b6a4-792556adf78c,1,January,2023,331,17099629-5434-4676-b81d-c448ce221b73
10c7fb3c-ffc9-46ba-8992-15a25582357b,9,September,2022,331,17099629-5434-4676-b81d-c448ce221b73
441cc29c-7ad3-4683-a7ab-1c348ec68231,4,April,2022,9,17099629-5434-4676-b81d-c448ce221b73
c84117b2-109d-4587-ad01-33d786efb73b,11,November,2022,300,17099629-5434-4676-b81d-c448ce221b73
0b204b2b-01c0-4a23-835d-62687d17dd4c,10,October,2024,297,17099629-5434-4676-b81d-c448ce221b73
71f8741b-42a8-421b-815c-a60bac8f1ace,7,July,2023,202,17099629-5434-4676-b81d-c448ce221b73
066dc39a-d8cb-4274-92b7-d59bc9e5ab9c,1,January,2023,35,17099629-5434-4676-b81d-c448ce221b73
66ef2b26-c1de-49b2-8d5a-b6038131e96e,9,September,2022,116,17099629-5434-4676-b81d-c448ce221b73
9091a156-a267-4357-b1ff-f36ea29007c5,1,January,2024,45,17099629-5434-4676-b81d-c448ce221b73
2346eb8f-95fc-4a7c-a06a-ed376606509c,11,November,2024,479,17099629-5434-4676-b81d-c448ce221b73
a09809e6-0d5f-416d-9f29-a40ad013ccea,12,December,2022,25,17099629-5434-4676-b81d-c448ce221b73
